Time,KO + Cre,KO + Cre NMDA,KO,KO NMDA
900.5,-51.36108398,-50.81176758,-49.98779297,-46.02050781
901,-51.30004883,-51.23901367,-49.95727539,-45.92895508
901.5,-51.30004883,-51.54418945,-49.95727539,-45.98999023
902,-51.23901367,-51.84936523,-49.92675781,-45.98999023
902.5,-51.17797852,-52.18505859,-49.89624023,-45.95947266
903,-51.14746094,-52.52075195,-49.83520508,-45.92895508
903.5,-51.08642578,-52.85644531,-49.8046875,-45.92895508
904,-51.08642578,-53.03955078,-49.8046875,-45.92895508
904.5,-51.08642578,-53.31420898,-49.74365234,-45.95947266
905,-50.99487305,-53.58886719,-49.65209961,-45.95947266
905.5,-50.87280273,-53.7109375,-49.71313477,-45.95947266
906,-50.96435547,-53.9855957,-49.62158203,-45.98999023
906.5,-50.87280273,-54.19921875,-49.62158203,-46.02050781
907,-50.81176758,-54.4128418,-49.59106445,-46.08154297
907.5,-50.81176758,-54.56542969,-49.68261719,-46.05102539
908,-50.72021484,-54.71801758,-49.74365234,-46.05102539
908.5,-50.72021484,-54.9621582,-49.71313477,-46.05102539
909,-50.68969727,-55.08422852,-49.77416992,-46.11206055
909.5,-50.62866211,-55.3894043,-49.68261719,-46.11206055
910,-50.56762695,-55.54199219,-49.62158203,-46.11206055
910.5,-50.5065918,-55.75561523,-49.65209961,-46.08154297
911,-50.5065918,-55.78613281,-49.68261719,-46.05102539
911.5,-50.44555664,-55.90820313,-49.71313477,-46.05102539
912,-50.38452148,-56.18286133,-49.59106445,-45.98999023
912.5,-50.38452148,-56.27441406,-49.56054688,-45.98999023
913,-50.32348633,-56.3659668,-49.49951172,-45.95947266
913.5,-50.32348633,-56.42700195,-49.40795898,-46.05102539
914,-50.26245117,-56.54907227,-49.46899414,-46.05102539
914.5,-50.14038086,-56.67114258,-49.43847656,-46.08154297
915,-50.17089844,-56.73217773,-49.40795898,-46.11206055
915.5,-49.98779297,-56.79321289,-49.43847656,-46.08154297
916,-49.95727539,-56.9152832,-49.40795898,-46.14257813
916.5,-49.92675781,-56.94580078,-49.46899414,-46.14257813
917,-49.92675781,-57.03735352,-49.34692383,-46.14257813
917.5,-49.83520508,-57.09838867,-49.34692383,-46.23413086
918,-49.77416992,-57.18994141,-49.40795898,-46.23413086
918.5,-49.74365234,-57.22045898,-49.31640625,-46.23413086
919,-49.65209961,-57.22045898,-49.34692383,-46.26464844
919.5,-49.5300293,-57.25097656,-49.37744141,-46.20361328
920,-49.59106445,-57.37304688,-49.37744141,-46.20361328
920.5,-49.49951172,-57.40356445,-49.28588867,-46.26464844
921,-49.37744141,-57.37304688,-49.28588867,-46.26464844
921.5,-49.37744141,-57.49511719,-49.22485352,-46.26464844
922,-49.31640625,-57.43408203,-49.19433594,-46.29516602
922.5,-49.28588867,-57.43408203,-49.16381836,-46.32568359
923,-49.19433594,-57.49511719,-49.1027832,-46.32568359
923.5,-49.13330078,-57.43408203,-49.04174805,-46.32568359
924,-49.01123047,-57.46459961,-48.95019531,-46.32568359
924.5,-48.91967773,-57.46459961,-49.04174805,-46.32568359
925,-48.85864258,-57.46459961,-49.07226563,-46.38671875
925.5,-48.79760742,-57.46459961,-49.04174805,-46.32568359
926,-48.70605469,-57.43408203,-48.98071289,-46.38671875
926.5,-48.76708984,-57.49511719,-48.98071289,-46.35620117
927,-48.61450195,-57.46459961,-48.91967773,-46.29516602
927.5,-48.64501953,-57.46459961,-48.95019531,-46.29516602
928,-48.52294922,-57.43408203,-48.88916016,-46.26464844
928.5,-48.46191406,-57.43408203,-48.85864258,-46.26464844
929,-48.43139648,-57.40356445,-48.79760742,-46.26464844
929.5,-48.27880859,-57.31201172,-48.828125,-46.23413086
930,-48.21777344,-57.3425293,-48.73657227,-46.20361328
930.5,-48.15673828,-57.3425293,-48.64501953,-46.20361328
931,-48.03466797,-57.28149414,-48.67553711,-46.1730957
931.5,-48.00415039,-57.28149414,-48.61450195,-46.23413086
932,-47.8515625,-57.28149414,-48.61450195,-46.11206055
932.5,-47.79052734,-57.28149414,-48.64501953,-46.1730957
933,-47.66845703,-57.25097656,-48.64501953,-46.1730957
933.5,-47.5769043,-57.25097656,-48.61450195,-46.23413086
934,-47.45483398,-57.25097656,-48.5534668,-46.20361328
934.5,-47.24121094,-57.18994141,-48.61450195,-46.20361328
935,-47.1496582,-57.18994141,-48.58398438,-46.20361328
935.5,-46.99707031,-57.09838867,-48.5534668,-46.23413086
936,-46.72241211,-57.09838867,-48.5534668,-46.20361328
936.5,-44.2199707,-57.06787109,-48.46191406,-46.14257813
937,-41.22924805,-57.00683594,-48.49243164,-46.1730957
937.5,-41.83959961,-57.03735352,-48.46191406,-46.08154297
938,-42.63305664,-56.97631836,-48.46191406,-46.1730957
938.5,-43.15185547,-56.9152832,-48.46191406,-46.20361328
939,-43.6706543,-56.88476563,-48.40087891,-46.20361328
939.5,-44.12841797,-56.85424805,-48.49243164,-46.26464844
940,-44.52514648,-56.82373047,-48.40087891,-46.29516602
940.5,-44.98291016,-56.79321289,-48.37036133,-46.32568359
941,-45.34912109,-56.76269531,-48.33984375,-46.44775391
941.5,-45.83740234,-56.67114258,-48.30932617,-46.47827148
942,-46.20361328,-56.67114258,-48.27880859,-46.50878906
942.5,-46.53930664,-56.640625,-48.33984375,-46.44775391
943,-46.96655273,-56.61010742,-48.33984375,-46.47827148
943.5,-47.27172852,-56.61010742,-48.30932617,-46.53930664
944,-47.66845703,-56.48803711,-48.27880859,-46.50878906
944.5,-48.03466797,-56.51855469,-48.33984375,-46.50878906
945,-48.30932617,-56.51855469,-48.37036133,-46.47827148
945.5,-48.64501953,-56.48803711,-48.30932617,-46.50878906
946,-48.95019531,-56.48803711,-48.30932617,-46.44775391
946.5,-49.16381836,-56.48803711,-48.18725586,-46.47827148
947,-49.46899414,-56.42700195,-48.27880859,-46.47827148
947.5,-49.71313477,-56.33544922,-48.24829102,-46.50878906
948,-49.98779297,-56.42700195,-48.24829102,-46.6003418
948.5,-50.20141602,-56.3659668,-48.30932617,-46.53930664
949,-50.38452148,-56.3659668,-48.24829102,-46.6003418
949.5,-50.65917969,-56.33544922,-48.27880859,-46.66137695
950,-50.93383789,-56.30493164,-48.24829102,-46.66137695
950.5,-51.17797852,-56.30493164,-48.30932617,-46.66137695
951,-51.39160156,-56.27441406,-48.24829102,-46.66137695
951.5,-51.57470703,-56.24389648,-48.21777344,-46.69189453
952,-51.7578125,-56.27441406,-48.21777344,-46.63085938
952.5,-51.91040039,-56.21337891,-48.18725586,-46.6003418
953,-52.15454102,-56.15234375,-48.15673828,-46.66137695
953.5,-52.33764648,-56.18286133,-48.09570313,-46.66137695
954,-52.49023438,-56.15234375,-48.1262207,-46.66137695
954.5,-52.67333984,-56.09130859,-48.09570313,-46.69189453
955,-52.76489258,-56.03027344,-48.09570313,-46.66137695
955.5,-52.88696289,-56.06079102,-48.09570313,-46.69189453
956,-53.07006836,-56.06079102,-48.00415039,-46.66137695
956.5,-53.25317383,-55.96923828,-47.97363281,-46.78344727
957,-53.31420898,-55.96923828,-47.97363281,-46.81396484
957.5,-53.46679688,-55.9387207,-48.00415039,-46.81396484
958,-53.58886719,-55.81665039,-48.00415039,-46.875
958.5,-53.64990234,-55.75561523,-48.00415039,-46.93603516
959,-53.80249023,-55.6640625,-47.97363281,-46.93603516
959.5,-53.92456055,-55.63354492,-47.97363281,-46.90551758
960,-54.04663086,-55.57250977,-48.00415039,-46.93603516
960.5,-54.19921875,-55.54199219,-48.09570313,-46.96655273
961,-54.26025391,-55.51147461,-48.06518555,-47.02758789
961.5,-54.4128418,-55.45043945,-48.06518555,-47.05810547
962,-54.50439453,-55.41992188,-47.97363281,-47.08862305
962.5,-54.59594727,-55.35888672,-47.94311523,-47.05810547
963,-54.74853516,-55.35888672,-48.03466797,-47.05810547
963.5,-54.77905273,-55.29785156,-47.97363281,-47.08862305
964,-54.87060547,-55.23681641,-47.97363281,-47.11914063
964.5,-54.9621582,-55.23681641,-47.94311523,-47.05810547
965,-55.14526367,-55.11474609,-47.97363281,-47.11914063
965.5,-55.14526367,-55.11474609,-47.94311523,-47.02758789
966,-55.20629883,-55.08422852,-47.88208008,-47.08862305
966.5,-55.32836914,-54.99267578,-47.91259766,-47.08862305
967,-55.41992188,-55.02319336,-47.8515625,-47.08862305
967.5,-55.48095703,-54.9621582,-47.82104492,-47.05810547
968,-55.54199219,-54.87060547,-47.76000977,-46.96655273
968.5,-55.6640625,-54.87060547,-47.69897461,-47.05810547
969,-55.6640625,-54.77905273,-47.76000977,-46.99707031
969.5,-55.75561523,-54.77905273,-47.66845703,-46.99707031
970,-55.81665039,-54.6875,-47.76000977,-46.99707031
970.5,-55.87768555,-54.65698242,-47.72949219,-46.99707031
971,-55.90820313,-54.59594727,-47.69897461,-47.08862305
971.5,-55.90820313,-54.59594727,-47.76000977,-47.05810547
972,-55.9387207,-54.44335938,-47.63793945,-47.02758789
972.5,-55.99975586,-54.38232422,-47.76000977,-47.1496582
973,-55.96923828,-54.32128906,-47.63793945,-47.11914063
973.5,-56.06079102,-54.26025391,-47.72949219,-47.11914063
974,-56.06079102,-54.26025391,-47.72949219,-47.1496582
974.5,-56.12182617,-54.16870117,-47.66845703,-47.11914063
975,-56.15234375,-54.10766602,-47.79052734,-47.1496582
975.5,-56.15234375,-54.10766602,-47.8515625,-47.1496582
976,-56.21337891,-54.04663086,-47.82104492,-47.1496582
976.5,-56.21337891,-54.01611328,-47.82104492,-47.1496582
977,-56.30493164,-53.95507813,-47.8515625,-47.21069336
977.5,-56.30493164,-53.89404297,-47.91259766,-47.27172852
978,-56.3659668,-53.83300781,-47.91259766,-47.24121094
978.5,-56.39648438,-53.77197266,-47.88208008,-47.21069336
979,-56.39648438,-53.77197266,-47.91259766,-47.21069336
979.5,-56.3659668,-53.74145508,-47.88208008,-47.21069336
980,-56.42700195,-53.74145508,-47.8515625,-47.30224609
980.5,-56.42700195,-53.68041992,-47.8515625,-47.33276367
981,-56.45751953,-53.58886719,-47.91259766,-47.39379883
981.5,-56.45751953,-53.58886719,-47.79052734,-47.36328125
982,-56.45751953,-53.49731445,-47.88208008,-47.36328125
982.5,-56.48803711,-53.49731445,-47.94311523,-47.39379883
983,-56.54907227,-53.46679688,-47.97363281,-47.39379883
983.5,-56.51855469,-53.37524414,-48.00415039,-47.45483398
984,-56.51855469,-53.34472656,-47.94311523,-47.48535156
984.5,-56.48803711,-53.28369141,-48.00415039,-47.39379883
985,-56.48803711,-53.22265625,-47.97363281,-47.51586914
985.5,-56.54907227,-53.10058594,-48.00415039,-47.51586914
986,-56.48803711,-53.10058594,-47.97363281,-47.48535156
986.5,-56.51855469,-53.0090332,-47.97363281,-47.5769043
987,-56.48803711,-52.94799805,-48.03466797,-47.54638672
987.5,-56.45751953,-52.97851563,-48.00415039,-47.5769043
988,-56.42700195,-52.82592773,-47.97363281,-47.5769043
988.5,-56.3659668,-52.76489258,-47.97363281,-47.63793945
989,-56.3659668,-52.67333984,-47.94311523,-47.72949219
989.5,-56.42700195,-52.58178711,-47.97363281,-47.72949219
990,-56.3659668,-52.49023438,-47.94311523,-47.69897461
990.5,-56.39648438,-52.42919922,-48.00415039,-47.76000977
991,-56.33544922,-52.36816406,-48.03466797,-47.72949219
991.5,-56.33544922,-52.33764648,-48.00415039,-47.72949219
992,-56.27441406,-52.21557617,-48.06518555,-47.69897461
992.5,-56.27441406,-52.18505859,-47.91259766,-47.72949219
993,-56.18286133,-52.09350586,-48.03466797,-47.72949219
993.5,-56.18286133,-52.06298828,-48.06518555,-47.69897461
994,-56.21337891,-51.94091797,-48.09570313,-47.76000977
994.5,-56.18286133,-51.94091797,-48.18725586,-47.82104492
995,-56.09130859,-51.78833008,-48.1262207,-47.82104492
995.5,-56.12182617,-51.78833008,-48.1262207,-47.79052734
996,-56.06079102,-51.72729492,-48.1262207,-47.79052734
996.5,-56.12182617,-51.66625977,-48.18725586,-47.82104492
997,-56.09130859,-51.63574219,-48.21777344,-47.88208008
997.5,-55.99975586,-51.51367188,-48.21777344,-47.88208008
998,-56.03027344,-51.54418945,-48.24829102,-47.88208008
998.5,-55.99975586,-51.45263672,-48.21777344,-47.82104492
999,-55.9387207,-51.42211914,-48.30932617,-47.8515625
999.5,-55.9387207,-51.45263672,-48.27880859,-47.8515625
1000,-55.90820313,-51.33056641,-48.27880859,-47.88208008
1000.5,-55.87768555,-51.36108398,-48.27880859,-47.91259766
1001,-55.84716797,-51.23901367,-48.27880859,-47.8515625
1001.5,-55.84716797,-51.14746094,-48.24829102,-47.88208008
1002,-55.78613281,-51.08642578,-48.27880859,-47.88208008
1002.5,-55.75561523,-50.99487305,-48.24829102,-47.88208008
1003,-55.78613281,-50.96435547,-48.30932617,-47.91259766
1003.5,-55.72509766,-50.84228516,-48.37036133,-47.97363281
1004,-55.69458008,-50.72021484,-48.37036133,-47.94311523
1004.5,-55.6640625,-50.75073242,-48.37036133,-48.00415039
1005,-55.60302734,-50.62866211,-48.37036133,-48.00415039
1005.5,-55.60302734,-50.59814453,-48.30932617,-48.1262207
1006,-55.54199219,-50.41503906,-48.30932617,-48.1262207
1006.5,-55.54199219,-50.29296875,-48.27880859,-48.18725586
1007,-55.45043945,-50.26245117,-48.27880859,-48.21777344
1007.5,-55.45043945,-50.10986328,-48.30932617,-48.18725586
1008,-55.51147461,-50.04882813,-48.27880859,-48.24829102
1008.5,-55.3894043,-49.89624023,-48.37036133,-48.18725586
1009,-55.3894043,-49.77416992,-48.37036133,-48.21777344
1009.5,-55.32836914,-49.71313477,-48.33984375,-48.18725586
1010,-55.35888672,-49.65209961,-48.49243164,-48.15673828
1010.5,-55.29785156,-49.56054688,-48.46191406,-48.15673828
1011,-55.35888672,-49.46899414,-48.52294922,-48.1262207
1011.5,-55.29785156,-49.34692383,-48.52294922,-48.15673828
1012,-55.26733398,-49.34692383,-48.52294922,-48.18725586
1012.5,-55.20629883,-49.25537109,-48.49243164,-48.1262207
1013,-55.20629883,-49.19433594,-48.49243164,-48.15673828
1013.5,-55.20629883,-49.07226563,-48.58398438,-48.18725586
1014,-55.14526367,-49.04174805,-48.64501953,-48.15673828
1014.5,-55.17578125,-48.85864258,-48.5534668,-48.18725586
1015,-55.14526367,-48.73657227,-48.61450195,-48.09570313
1015.5,-55.05371094,-48.64501953,-48.52294922,-48.1262207
1016,-55.08422852,-48.49243164,-48.5534668,-48.09570313
1016.5,-55.05371094,-48.43139648,-48.5534668,-48.09570313
1017,-54.9621582,-48.37036133,-48.52294922,-48.06518555
1017.5,-54.99267578,-48.21777344,-48.52294922,-48.15673828
1018,-54.9621582,-48.06518555,-48.52294922,-48.09570313
1018.5,-54.99267578,-48.00415039,-48.64501953,-48.18725586
1019,-54.87060547,-47.82104492,-48.64501953,-48.15673828
1019.5,-54.87060547,-47.76000977,-48.70605469,-48.18725586
1020,-54.84008789,-47.5769043,-48.64501953,-48.27880859
1020.5,-54.71801758,-47.45483398,-48.67553711,-48.18725586
1021,-54.80957031,-47.30224609,-48.70605469,-48.24829102
1021.5,-54.74853516,-47.05810547,-48.64501953,-48.24829102
1022,-54.77905273,-46.84448242,-48.67553711,-48.33984375
1022.5,-54.62646484,-46.6003418,-48.61450195,-48.33984375
1023,-54.62646484,-45.98999023,-48.64501953,-48.37036133
1023.5,-54.65698242,-40.37475586,-48.5534668,-48.46191406
1024,-54.53491211,-39.09301758,-48.61450195,-48.40087891
1024.5,-54.50439453,-40.40527344,-48.5534668,-48.40087891
1025,-54.50439453,-41.41235352,-48.67553711,-48.43139648
1025.5,-54.44335938,-42.2668457,-48.67553711,-48.46191406
1026,-54.44335938,-43.02978516,-48.70605469,-48.52294922
1026.5,-54.35180664,-43.82324219,-48.79760742,-48.43139648
1027,-54.4128418,-44.43359375,-48.85864258,-48.49243164
1027.5,-54.32128906,-45.07446289,-48.828125,-48.49243164
1028,-54.29077148,-45.65429688,-48.88916016,-48.49243164
1028.5,-54.32128906,-46.14257813,-48.828125,-48.5534668
1029,-54.22973633,-46.53930664,-48.828125,-48.58398438
1029.5,-54.22973633,-46.96655273,-48.88916016,-48.58398438
1030,-54.19921875,-47.39379883,-48.828125,-48.61450195
1030.5,-54.19921875,-47.8515625,-48.91967773,-48.67553711
1031,-54.19921875,-48.33984375,-48.98071289,-48.67553711
1031.5,-54.07714844,-48.73657227,-48.91967773,-48.67553711
1032,-54.04663086,-49.1027832,-48.91967773,-48.64501953
1032.5,-54.07714844,-49.5300293,-48.88916016,-48.64501953
1033,-53.95507813,-49.86572266,-48.98071289,-48.67553711
1033.5,-53.9855957,-50.20141602,-48.91967773,-48.70605469
1034,-53.92456055,-50.5065918,-48.95019531,-48.67553711
1034.5,-53.80249023,-50.81176758,-48.98071289,-48.73657227
1035,-53.83300781,-51.17797852,-48.95019531,-48.76708984
1035.5,-53.77197266,-51.4831543,-48.98071289,-48.76708984
1036,-53.7109375,-51.84936523,-48.95019531,-48.828125
1036.5,-53.68041992,-52.21557617,-48.98071289,-48.79760742
1037,-53.64990234,-52.4597168,-48.95019531,-48.76708984
1037.5,-53.58886719,-52.76489258,-48.91967773,-48.76708984
1038,-53.55834961,-52.97851563,-48.95019531,-48.79760742
1038.5,-53.49731445,-53.22265625,-48.91967773,-48.76708984
1039,-53.46679688,-53.49731445,-48.91967773,-48.828125
1039.5,-53.40576172,-53.74145508,-48.91967773,-48.79760742
1040,-53.34472656,-53.89404297,-48.91967773,-48.88916016
1040.5,-53.31420898,-54.04663086,-48.98071289,-48.88916016
1041,-53.22265625,-54.26025391,-48.98071289,-48.828125
1041.5,-53.25317383,-54.4128418,-48.91967773,-48.88916016
1042,-53.13110352,-54.65698242,-48.95019531,-48.91967773
1042.5,-53.07006836,-54.77905273,-48.95019531,-48.88916016
1043,-53.03955078,-54.90112305,-49.01123047,-48.95019531
1043.5,-52.97851563,-55.08422852,-49.04174805,-48.828125
1044,-53.03955078,-55.17578125,-49.07226563,-48.95019531
1044.5,-52.97851563,-55.32836914,-49.04174805,-48.98071289
1045,-52.91748047,-55.48095703,-49.01123047,-49.04174805
1045.5,-52.85644531,-55.54199219,-49.07226563,-48.98071289
1046,-52.82592773,-55.72509766,-49.04174805,-49.01123047
1046.5,-52.82592773,-55.78613281,-49.01123047,-49.1027832
1047,-52.734375,-55.90820313,-49.07226563,-49.04174805
1047.5,-52.734375,-55.99975586,-49.04174805,-49.07226563
1048,-52.64282227,-56.09130859,-49.13330078,-49.04174805
1048.5,-52.58178711,-56.21337891,-49.1027832,-49.01123047
1049,-52.61230469,-56.33544922,-49.1027832,-49.07226563
1049.5,-52.52075195,-56.42700195,-49.16381836,-49.04174805
1050,-52.55126953,-56.45751953,-49.19433594,-49.13330078
1050.5,-52.55126953,-56.57958984,-49.19433594,-49.04174805
1051,-52.4597168,-56.57958984,-49.22485352,-48.95019531
1051.5,-52.39868164,-56.70166016,-49.22485352,-49.04174805
1052,-52.36816406,-56.73217773,-49.28588867,-48.95019531
1052.5,-52.39868164,-56.79321289,-49.25537109,-48.98071289
1053,-52.33764648,-56.85424805,-49.25537109,-48.95019531
1053.5,-52.27661133,-56.85424805,-49.31640625,-48.95019531
1054,-52.24609375,-56.85424805,-49.31640625,-49.07226563
1054.5,-52.21557617,-57.00683594,-49.34692383,-48.98071289
1055,-52.21557617,-57.00683594,-49.34692383,-48.98071289
1055.5,-52.15454102,-57.09838867,-49.40795898,-49.04174805
1056,-52.12402344,-57.03735352,-49.37744141,-49.07226563
1056.5,-52.0324707,-57.12890625,-49.46899414,-49.1027832
1057,-52.00195313,-57.15942383,-49.46899414,-49.07226563
1057.5,-51.94091797,-57.12890625,-49.46899414,-49.1027832
1058,-51.97143555,-57.18994141,-49.49951172,-49.1027832
1058.5,-51.91040039,-57.25097656,-49.49951172,-49.16381836
1059,-51.78833008,-57.28149414,-49.59106445,-49.25537109
1059.5,-51.81884766,-57.25097656,-49.49951172,-49.25537109
1060,-51.81884766,-57.28149414,-49.59106445,-49.22485352
1060.5,-51.7578125,-57.37304688,-49.62158203,-49.31640625
1061,-51.78833008,-57.3425293,-49.65209961,-49.31640625
1061.5,-51.72729492,-57.37304688,-49.59106445,-49.34692383
1062,-51.69677734,-57.37304688,-49.59106445,-49.31640625
1062.5,-51.60522461,-57.40356445,-49.62158203,-49.37744141
1063,-51.57470703,-57.40356445,-49.68261719,-49.34692383
1063.5,-51.57470703,-57.40356445,-49.68261719,-49.37744141
1064,-51.4831543,-57.43408203,-49.71313477,-49.40795898
1064.5,-51.54418945,-57.40356445,-49.71313477,-49.37744141
1065,-51.42211914,-57.43408203,-49.74365234,-49.37744141
1065.5,-51.42211914,-57.46459961,-49.77416992,-49.37744141
1066,-51.42211914,-57.46459961,-49.86572266,-49.43847656
1066.5,-51.30004883,-57.43408203,-49.86572266,-49.40795898
1067,-51.36108398,-57.37304688,-49.83520508,-49.49951172
1067.5,-51.23901367,-57.43408203,-49.83520508,-49.43847656
1068,-51.23901367,-57.43408203,-49.86572266,-49.43847656
1068.5,-51.14746094,-57.37304688,-49.89624023,-49.40795898
1069,-51.11694336,-57.40356445,-49.86572266,-49.40795898
1069.5,-51.0559082,-57.3425293,-49.89624023,-49.40795898
1070,-51.02539063,-57.3425293,-49.86572266,-49.34692383
1070.5,-50.93383789,-57.37304688,-49.89624023,-49.43847656
1071,-50.87280273,-57.28149414,-49.86572266,-49.43847656
1071.5,-50.84228516,-57.22045898,-49.89624023,-49.40795898
1072,-50.84228516,-57.15942383,-49.89624023,-49.46899414
1072.5,-50.78125,-57.18994141,-49.89624023,-49.49951172
1073,-50.72021484,-57.09838867,-49.86572266,-49.49951172
1073.5,-50.65917969,-57.15942383,-49.86572266,-49.5300293
1074,-50.62866211,-57.03735352,-49.92675781,-49.59106445
1074.5,-50.59814453,-57.00683594,-49.89624023,-49.62158203
1075,-50.47607422,-56.94580078,-49.92675781,-49.56054688
1075.5,-50.47607422,-56.9152832,-49.95727539,-49.59106445
1076,-50.38452148,-56.97631836,-50.01831055,-49.59106445
1076.5,-50.26245117,-56.9152832,-49.98779297,-49.62158203
1077,-50.29296875,-56.88476563,-50.0793457,-49.62158203
1077.5,-50.29296875,-56.88476563,-50.01831055,-49.71313477
1078,-50.20141602,-56.82373047,-50.10986328,-49.74365234
1078.5,-50.17089844,-56.82373047,-50.0793457,-49.71313477
1079,-50.0793457,-56.73217773,-50.14038086,-49.65209961
1079.5,-50.01831055,-56.70166016,-50.10986328,-49.77416992
1080,-50.04882813,-56.70166016,-50.10986328,-49.77416992
1080.5,-49.92675781,-56.67114258,-50.20141602,-49.74365234
1081,-49.92675781,-56.70166016,-50.17089844,-49.8046875
1081.5,-49.86572266,-56.57958984,-50.26245117,-49.8046875
1082,-49.77416992,-56.640625,-50.26245117,-49.83520508
1082.5,-49.74365234,-56.54907227,-50.23193359,-49.83520508
1083,-49.65209961,-56.54907227,-50.41503906,-49.83520508
1083.5,-49.65209961,-56.54907227,-50.35400391,-49.8046875
1084,-49.62158203,-56.42700195,-50.32348633,-49.74365234
1084.5,-49.5300293,-56.48803711,-50.35400391,-49.77416992
1085,-49.5300293,-56.33544922,-50.32348633,-49.77416992
1085.5,-49.43847656,-56.27441406,-50.32348633,-49.74365234
1086,-49.40795898,-56.27441406,-50.23193359,-49.77416992
1086.5,-49.31640625,-56.21337891,-50.29296875,-49.77416992
1087,-49.28588867,-56.24389648,-50.26245117,-49.77416992
1087.5,-49.22485352,-56.12182617,-50.23193359,-49.77416992
1088,-49.01123047,-56.06079102,-50.23193359,-49.8046875
1088.5,-49.04174805,-56.03027344,-50.23193359,-49.86572266
1089,-48.98071289,-55.96923828,-50.26245117,-49.89624023
1089.5,-48.91967773,-55.90820313,-50.26245117,-49.92675781
1090,-48.828125,-55.87768555,-50.26245117,-49.92675781
1090.5,-48.73657227,-55.84716797,-50.29296875,-49.92675781
1091,-48.67553711,-55.78613281,-50.23193359,-49.95727539
1091.5,-48.61450195,-55.75561523,-50.29296875,-49.98779297
1092,-48.49243164,-55.63354492,-50.20141602,-49.95727539
1092.5,-48.40087891,-55.63354492,-50.29296875,-49.98779297
1093,-48.15673828,-55.69458008,-50.38452148,-50.01831055
1093.5,-48.15673828,-55.54199219,-50.35400391,-50.04882813
1094,-48.06518555,-55.48095703,-50.44555664,-50.01831055
1094.5,-47.91259766,-55.41992188,-50.38452148,-49.98779297
1095,-47.79052734,-55.3894043,-50.44555664,-49.98779297
1095.5,-47.60742188,-55.26733398,-50.38452148,-49.98779297
1096,-47.45483398,-55.20629883,-50.38452148,-49.98779297
1096.5,-47.1496582,-55.17578125,-50.41503906,-50.0793457
1097,-42.66357422,-55.08422852,-50.38452148,-50.01831055
1097.5,-41.9921875,-55.11474609,-50.35400391,-50.17089844
1098,-43.15185547,-55.08422852,-50.35400391,-50.0793457
1098.5,-43.76220703,-54.9621582,-50.35400391,-50.10986328
1099,-44.31152344,-54.90112305,-50.41503906,-50.23193359
1099.5,-44.79980469,-54.87060547,-50.44555664,-50.10986328
1100,-45.25756836,-54.87060547,-50.47607422,-50.10986328
1100.5,-45.6237793,-54.84008789,-50.44555664,-50.0793457
1101,-46.08154297,-54.77905273,-50.5065918,-50.10986328
1101.5,-46.50878906,-54.77905273,-50.53710938,-50.17089844
1102,-46.84448242,-54.65698242,-50.59814453,-50.14038086
1102.5,-47.24121094,-54.62646484,-50.53710938,-50.17089844
1103,-47.54638672,-54.59594727,-50.5065918,-50.14038086
1103.5,-47.82104492,-54.53491211,-50.56762695,-50.14038086
1104,-48.24829102,-54.53491211,-50.53710938,-50.20141602
1104.5,-48.52294922,-54.44335938,-50.53710938,-50.17089844
1105,-48.828125,-54.32128906,-50.5065918,-50.20141602
1105.5,-49.07226563,-54.29077148,-50.47607422,-50.10986328
1106,-49.31640625,-54.22973633,-50.44555664,-50.20141602
1106.5,-49.68261719,-54.13818359,-50.47607422,-50.20141602
1107,-49.86572266,-54.10766602,-50.53710938,-50.17089844
1107.5,-50.14038086,-53.9855957,-50.5065918,-50.26245117
1108,-50.38452148,-53.92456055,-50.56762695,-50.14038086
1108.5,-50.62866211,-53.86352539,-50.56762695,-50.20141602
1109,-50.84228516,-53.77197266,-50.59814453,-50.14038086
1109.5,-51.08642578,-53.80249023,-50.68969727,-50.14038086
1110,-51.23901367,-53.77197266,-50.72021484,-50.10986328
1110.5,-51.54418945,-53.58886719,-50.68969727,-50.10986328
1111,-51.69677734,-53.55834961,-50.65917969,-50.14038086
1111.5,-51.97143555,-53.49731445,-50.65917969,-50.17089844
1112,-52.15454102,-53.40576172,-50.75073242,-50.23193359
1112.5,-52.33764648,-53.40576172,-50.72021484,-50.20141602
1113,-52.52075195,-53.31420898,-50.68969727,-50.23193359
1113.5,-52.734375,-53.22265625,-50.65917969,-50.23193359
1114,-52.88696289,-53.25317383,-50.68969727,-50.26245117
1114.5,-53.03955078,-53.13110352,-50.72021484,-50.32348633
1115,-53.22265625,-53.16162109,-50.72021484,-50.23193359
1115.5,-53.40576172,-53.07006836,-50.78125,-50.23193359
1116,-53.52783203,-53.07006836,-50.78125,-50.17089844
1116.5,-53.68041992,-53.03955078,-50.81176758,-50.0793457
1117,-53.86352539,-53.0090332,-50.81176758,-50.14038086
1117.5,-53.92456055,-52.88696289,-50.84228516,-50.01831055
1118,-54.07714844,-52.79541016,-50.84228516,-50.04882813
1118.5,-54.10766602,-52.734375,-50.87280273,-50.01831055
1119,-54.22973633,-52.61230469,-50.81176758,-50.01831055
1119.5,-54.4128418,-52.58178711,-50.81176758,-50.01831055
1120,-54.50439453,-52.52075195,-50.81176758,-49.98779297
1120.5,-54.65698242,-52.49023438,-50.84228516,-50.04882813
1121,-54.6875,-52.39868164,-50.81176758,-49.95727539
1121.5,-54.84008789,-52.33764648,-50.84228516,-50.01831055
